id,opportunity_id,opportunity_name,source_actor_name,source_actor_type,instrument_type,geographic_scope,eligible_actor_types,gpc_sector,sector_scope,status,application_window,source_url,provider_actor_id,notes_internal,last_updated,Doc_Source,Grupo_Duplicado,Desición 
276,FRPD_GORE_COQUIMBO,FRPD – Fondo Regional Prod. y Desarrollo,Gobierno Regional de Coquimbo,regional_government,grant,Chile regional,"public_agency, municipal",Waste,waste,recurring,No especificado,No especificado,No especificado,Mencionado en cap. 6 para pilotos de reutilización de aguas grises de SH 1.4.2.,2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,106,Son lo mismo
283,AREA_VERDE_MI_PARQUE,Postulación de nueva área verde,Fundación Mi Parque,ngo/foundation,grant,Chile national,"municipal, community_org, ngo",AFOLU,other,recurring,No especificado,No especificado,No especificado,Mencionado en cap. 6 para infraestructura verde y sombra de CS 2.3.5.,2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,85,Son lo mismo
286,SANEAMIENTO_RURAL_DOH,Programas de saneamiento rural de DOH,Dirección de Obras Hidráulicas (DOH),national_government,grant,"Chile national, Chile regional","public_agency, municipal",Waste,waste,recurring,No especificado,No especificado,No especificado,Mencionado en Anexo 8.4 para SH 1.5.,2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,6,Son lo mismo
287,FIA_FUNDACION_INNOVACION_AGRARIA,FIA,Fundación para la Innovación Agraria (FIA),national_government,grant,"Chile national, Chile regional","public_agency, private, academia, community_org",AFOLU,other,recurring,No especificado,No especificado,No especificado,Mencionado en Anexo 8.4 para SH 1.3 sobre resiliencia productiva rural.,2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,107,Son lo mismo
288,EEL_MINENERGIA,Estrategia Energética Local (EEL),Ministerio de Energía,national_government,technical_assistance,"Chile comunal, Chile national","municipal, public_agency","Stationary Energy, Stationary Energy – Energy Supply",energy,recurring,No especificado,No especificado,No especificado,Mencionada en Anexo 8.4; la acción EIE 4.4 señala que la EEL es financiada por el Ministerio de Energía.,2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,,
289,LEY_21796_GORE_COQUIMBO,GORE Ley 21.796 para financiamiento de iniciativas municipales,Gobierno Regional de Coquimbo,regional_government,grant,Chile regional,"municipal, public_agency","Stationary Energy – Commercial/Public Buildings, Waste, AFOLU",cross_sector,recurring,No especificado,No especificado,No especificado,"Mencionado en Anexo 8.4 para SH 1.2, NSE 5.1 y GC 6.1 como glosa regional para mitigación, preparación y gestión del riesgo.",2026-03-19,I3. Copy of PACCC_La_Higuera_Final_ENVIADO.docx,108,Son lo mismo
290,FCMI_ROYALTY_2025,Fondo de Comunas Mineras,No especificado,national_government,grant,Chile comunal,municipal,No especificado,cross_sector,recurring,"Anual; 4 cuotas iguales (enero, marzo, julio, septiembre)",No especificado,No especificado,"• Compensa a las comunas mineras por externalidades de la actividad • Libre disposición municipal • Sin límites temporales • Compatible con proyectos de cambio climático y/o medio ambiente (estudios, inversión y operación) • Mejillones 2025: M$687.009 • Cada cuota: $171.752.297",2026-03-19,I4. Copy of Informe Royalty Minero - Mejilones.docx,,
291,FET_ROYALTY_2025,Fondo de Equidad Territorial,No especificado,national_government,grant,Chile comunal,municipal,No especificado,cross_sector,recurring,Anual,No especificado,No especificado,"• Dirigido a comunas con dependencia del Fondo Común Municipal mayor al 50% o bajo el percentil 80 de Ingresos Propios a nivel nacional • Libre disposición municipal • Sin límites temporales • Compatible con proyectos de cambio climático y/o medio ambiente (estudios, inversión y operación) • Mejillones 2025: M$352.082 aproximado",2026-03-19,I4. Copy of Informe Royalty Minero - Mejilones.docx,89,Son lo mismo
292,FRPD_GORE_ANT_2025,Fondo para la Productividad y el Desarrollo Regional,Gobierno Regional de Antofagasta,regional_government,grant,Chile regional,"municipal, public_agency",No especificado,cross_sector,recurring,No especificado,https://goreantofagasta.cl/fondo-regional-para-la-productividad-y-el-desarrollo-frpd-2025/goreantofagasta/2024-08-08/154309.html,No especificado,"• Destinado a inversión productiva: proyectos, planes y programas de fomento de actividades productivas, desarrollo regional e investigación científica y tecnológica • Al menos 25% de los recursos deben ir a promoción de investigación científica y tecnológica • Puede financiar proyectos de mayor eficiencia en el uso de recursos naturales e infraestructura para la adaptación al cambio climático • El gobierno regional puede transferir recursos a municipios u otro organismo autorizado • Antofagasta 2025: aprox. M$9.500.000 • Líneas 2025: General, ERI 2022-2028, Corredor Bioceánico, Innovación Social",2026-03-19,I4. Copy of Informe Royalty Minero - Mejilones.docx,,
293,DL3063_RENTAS_MUNICIPALES,Decreto de Ley N°3.063 de 1979 sobre rentas Municipales,Municipalidad,local_government,other,Chile comunal,municipal,Waste,waste,recurring,No especificado,No especificado,No especificado,• Permite cobrar tarifa anual por el servicio de aseo mediante ordenanzas; • El cobro puede diferenciarse con criterios ambientales como reciclaje.,2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
294,DS12_ENVASES_EMBALAJES_MMA,"Decreto 12, Envases y Embalajes, MMA (2020). Proviene de Ley 20.920 (REP)",Ministerio del Medio Ambiente,national_government,other,"Chile national, Chile comunal","municipal, private",Waste,waste,recurring,No especificado,No especificado,ACTOR_MMA,"• Obliga a productores de envases y embalajes a organizar y financiar recolección, almacenamiento, transporte y tratamiento de residuos.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
295,FNDR_ST22_GORE_RM,Fondo Nacional de Desarrollo Regional (FNDR) - Subtítulo 22,GORE Región Metropolitana,regional_government,grant,Chile regional,"municipal, public_agency, ngo","Waste, Stationary Energy, Transportation, AFOLU",cross_sector,recurring,No especificado,No especificado,ACTOR_GORE_AYP,"• Financia estudios, planes, políticas y planes reguladores de carácter regional. | Tabla 38, fondos regionales | estudios, planes, políticas y planes reguladores.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx,,
296,FNDR_ST24_8_GORE_RM,Fondo Nacional de Desarrollo Regional (FNDR) - Subtítulo 24 (8%),GORE Región Metropolitana,regional_government,grant,Chile regional,"municipal, public_agency, ngo","Waste, Stationary Energy – Energy Supply, AFOLU","waste, cross_sector",recurring,1 año,No especificado,ACTOR_GORE_AYP,"• Subvenciona protección del medioambiente y educación ambiental municipal | • Puede financiar operación de instalaciones para tratamiento, reciclaje y valorización de residuos. | Tabla 38, fondos regionales | ambiente, educación ambiental, autogeneración, áreas verdes y residuos.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx,,
297,FNDR_ST29_GORE_RM,Fondo Nacional de Desarrollo Regional (FNDR) - Subtítulo 29,GORE Región Metropolitana,regional_government,grant,Chile regional,"municipal, public_agency, community_org, ngo","Waste, Stationary Energy, Transportation, AFOLU",cross_sector,recurring,No especificado,No especificado,ACTOR_GORE_AYP,"• Financia activos no financieros para municipalidades: terrenos, edificios, vehículos, mobiliario, maquinaria y equipos. | Tabla 38, fondos regionales | financia activos no financieros.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx,,
298,FNDR_ST31_GORE_RM,Fondo Nacional de Desarrollo Regional (FNDR) - Subtítulo 31,GORE Región Metropolitana,regional_government,grant,Chile regional,"municipal, public_agency, community_org, private","Waste, Stationary Energy – Energy Supply, Transportation, AFOLU",cross_sector,recurring,No especificado,No especificado,ACTOR_GORE_AYP,"• Financia estudios básicos | • Cubre etapas desde prefactibilidad hasta ejecución | • Puede incluir obras civiles, consultoría, terrenos, equipamiento, equipos y vehículos. | Tabla 38, fondos regionales | estudios y proyectos de inversión.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx,,
299,FNDR_ST33_GORE_RM,Fondo Nacional de Desarrollo Regional (FNDR) - Subtítulo 33,GORE Región Metropolitana,regional_government,grant,Chile regional,"public_agency, other, municipal, ngo, academia","Waste, Stationary Energy, Transportation, AFOLU",cross_sector,recurring,No especificado,No especificado,ACTOR_GORE_AYP,"• Transfiere fondos a instituciones para proyectos y/o programas de mejoramiento de la competitividad. | Tabla 38, fondos regionales | transferencias para proyectos y programas.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I6. (Listo) Copy of Propuesta PARCC .docx,,
300,FRIL_GORE_RM,Fondo regional de iniciativa local (FRIL).,GORE Región Metropolitana,regional_government,grant,Chile regional,municipal,Waste,cross_sector,recurring,No especificado,No especificado,No especificado,• Financia iniciativas de inversión de servicios básicos y vialidad; • Incluye reposición de equipos para habilitación de servicios públicos y equipamiento comunitario.,2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
302,PNRS_SUBDERE,Programa Nacional de Residuos Sólidos (PNRS),SUBDERE,national_government,grant,"Chile national, Chile comunal, Chile nacional, Chile regional","municipal, public_agency",Waste,waste,recurring,No especificado,https://www.subdere.gov.cl/programas/divisi%C3%B3n-desarrollo-regional/programa-nacional-de-residuos-s%C3%B3lidos-pnrs,ACTOR_SUBDERE,"• Financia estudios y asistencia técnica | • Permite adquirir terrenos, obras e infraestructura de valorización | • Cubre infraestructura menor, equipamiento de puntos limpios y programas de prevención/educación. | Financia estudios e implementación de sistemas integrales y sostenibles para manejo de residuos sólidos domiciliarios. | Financia iniciativas de inversión para gestión y manejo de residuos, incluyendo terrenos, equipamiento, estudios y valorización.",2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx | I7. Copy of Informe 3_IDB PACCC Mejillones y La Higuera (v2)_ENVIADO (1).docx | G2. Copy of Guia-de-financiamiento-asociado-con-acciones-de-mitigacion-y-adaptacion-al-cambio-climatico-de-Chile-1.pdf,,
305,FPA_EE_MMA,Fondo de Protección Ambiental (FPA) Línea: Proyectos Sustentables en Establecimientos Educacionales,Ministerio del Medio Ambiente,national_government,grant,"Chile national, Chile regional","community_org, ngo, public_agency",Waste,waste,recurring,No especificado,No especificado,ACTOR_MMA,• Fomenta gestión ambiental en establecimientos educacionales; • Promueve hábitos y conductas sustentables e incorpora educación ambiental.,2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,109,Son lo mismo
306,COMP_IMPUESTO_VERDE_MMA,Compensaciones asociadas a la implementación del impuesto verde,Ministerio del Medio Ambiente,national_government,other,"Chile national, Chile comunal","municipal, private","Waste, Stationary Energy – Energy Supply",cross_sector,recurring,No especificado,No especificado,ACTOR_MMA,• La Ley N°21.210 permite que privados compensen emisiones gravadas por impuesto verde; • Las compensaciones pueden destinarse a proyectos que mitiguen GEI y contaminantes locales.,2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
308,INGRESOS_VALORIZADO,Ingresos por explotación del valorizado.,Por definir,other,other,Chile comunal,municipal,"Waste, Stationary Energy – Energy Supply","waste, energy",recurring,No especificado,No especificado,No especificado,• Corresponde a ingresos por explotación de productos valorizados; • Incluye electricidad generada y reciclados inorgánicos.,2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
310,CANADA_CLIMATE_FINANCE,Canada’s climate finance for developing countries,Government of Canada,bilateral_agency,grant,global,"national, public_agency","Waste, Stationary Energy – Energy Supply",cross_sector,open,2021-2026,No especificado,No especificado,• Fondo de financiamiento climático internacional 2021-2026 por CAD 5.300 MM; • Cofinancia hasta 40% de los proyectos; • El informe lo vincula al antecedente de Reciclo Orgánicos.,2026-03-19,I5. Copy of Informe Final Propuestas valorización y gestión RSM design lite.docx,,
313,ANID_HUB_TT,Hub de Transferencia Tecnológica,ANID,national_government,grant,"Chile national, Chile regional","academia, private, public_agency","Stationary Energy, Transportation, Waste, AFOLU",cross_sector,recurring,Hasta 24 meses,No especificado,No especificado,"Tabla 38, fondos nacionales; cofinanciamiento ANID hasta 70% del costo del proyecto.",2026-03-19,I6. (Listo) Copy of Propuesta PARCC .docx,,
314,ANID_SEQUIA,Fondo de Investigación Estratégica en Sequía,ANID,national_government,grant,"Chile national, Chile regional","academia, public_agency",AFOLU,other,recurring,Hasta 12 meses,No especificado,No especificado,"Tabla 38, fondos nacionales; orientado a conocimiento y desarrollos tecnológicos sobre escasez hídrica.",2026-03-19,I6. (Listo) Copy of Propuesta PARCC .docx,110,Son lo mismo
316,CNR_LEY_18450,Ley 18.450 - Bonificación por inversiones de riego y drenaje,Comisión Nacional de Riego (CNR),national_government,grant,"Chile national, Chile regional",private,AFOLU,other,recurring,Variable; bonificación efectiva una vez construido el proyecto,No especificado,ACTOR_CNR,"Tabla 38, fondos nacionales; riego tecnificado, nuevas obras y drenaje.",2026-03-19,I6. (Listo) Copy of Propuesta PARCC .docx,111,Son lo mismo
317,CNR_OUA,Fondo concursable para Organizaciones de Usuario de Agua (OUA),Comisión Nacional de Riego (CNR),national_government,grant,"Chile national, Chile regional","community_org, private",AFOLU,other,recurring,Asesoría 6 meses y compra de equipos 3 meses,No especificado,ACTOR_CNR,"Tabla 38, fondos nacionales; dirigido a comunidades indígenas y OUA.",2026-03-19,I6. (Listo) Copy of Propuesta PARCC .docx,112,Son lo mismo
322,INDAP_DESARROLLO_INVERSIONES,Programas de desarrollo de inversiones,INDAP,national_government,grant,"Chile national, Chile regional","private, community_org",AFOLU,other,recurring,No especificado,No especificado,ACTOR_INDAP,"Tabla 38, fondos nacionales; cofinanciamiento de inversiones para agricultura familiar campesina.",2026-03-19,I6. (Listo) Copy of Propuesta PARCC .docx,113,Son lo mismo
329,MINVU_MEJORAR_VIVIENDA_ENTORNO,"Programas de subsidios y programas en Mejorar Vivienda, Mejorar Entorno",MINVU,national_government,grant,"Chile national, Chile regional",private,"Stationary Energy – Residential Buildings, Stationary Energy – Commercial/Public Buildings",buildings,recurring,Plazo máximo de 18 meses para aplicarlo,No especificado,No especificado,"Tabla 38, fondos nacionales; mejora seguridad, habitabilidad, envolvente y ampliación.",2026-03-19,I6. (Listo) Copy of Propuesta PARCC .docx,114,Son lo mismo
